Km_value (mM),MolMR,RingCount,AromaticRings,SMR_VSA3,PEOE_VSA2,PEOE_VSA3,PEOE_VSA7,RotatableBonds,NumHeterocycles,size_ratio,HeteroAtoms,AliphaticRings,SMR_VSA5,PEOE_VSA9,PEOE_VSA8,PEOE_VSA6,PEOE_VSA11,isoelectric_point,PEOE_VSA4,Temperature,aromatic_match,SMR_VSA4,HBD,AACount_Y,AACount_N,instability_index,PEOE_VSA12,num_residues,hb_potential,AACount_H,AACount_W,PEOE_VSA10
1.9550964773568262,-0.6909367480757966,-1.0267095590009923,-0.8928582168419841,-0.7548094462480157,-1.0819113604231811,-0.7309101213147818,-0.2870474919578339,0.08461910121030376,-0.8088212070245789,0.0004969146770487,-1.1153324671726552,-0.851120280105485,0.6724922805451005,-1.1700852364794274,-0.196948707859856,2.1626946453937825,-0.8069296167402593,2.04242712549542,-0.6009147393045609,22.0,0.0,-0.6775711868156991,-1.217787301151162,-0.9173243056769494,-0.33213628341118145,-1.5088488718710336,-0.5838421274301012,-0.15369351477856788,0.0,-0.5516335180886012,-0.7337115459044115,-0.641318352553193
-0.6792478899396512,1.522980872832484,1.9533874339261126,1.060344867744368,1.7428120920857788,1.1356344114126655,1.614112093100838,-0.2870474919578339,1.1882151572837003,2.2592725950602213,0.0018883107105484,1.5003652723758727,2.0875960731287977,1.0851112872639477,1.1742643622020712,1.0439000088148251,-0.07296290920820532,1.7933296071150162,1.069717909825943,0.6302826652433986,55.0,84.0,0.6959960208384399,1.1746295790033883,-0.11184420330457448,-0.33213628341118145,-0.512979168658855,0.8360016323943997,-0.2475895870816101,144.0,-0.4231281459826099,-0.7337115459044115,1.7804293359492742
-0.7073376968246717,1.522980872832484,1.9533874339261126,1.060344867744368,1.7428120920857788,1.1356344114126655,1.614112093100838,-0.2870474919578339,1.1882151572837003,2.2592725950602213,0.0018883107105484,1.5003652723758727,2.0875960731287977,1.0851112872639477,1.1742643622020712,1.0439000088148251,-0.07296290920820532,1.7933296071150162,1.069717909825943,0.6302826652433986,65.0,84.0,0.6959960208384399,1.1746295790033883,-0.11184420330457448,-0.33213628341118145,-0.512979168658855,0.8360016323943997,-0.2475895870816101,144.0,-0.4231281459826099,-0.7337115459044115,1.7804293359492742
-0.6886111589013247,-0.8554673550281072,-0.43069016041557134,0.08374332545119198,-0.7548094462480157,-0.5043661427394643,-0.7309101213147818,-0.859349492675661,-1.018976954863093,-0.8088212070245789,0.000423725247989,-1.1153324671726552,-0.851120280105485,-1.1931504006164155,-1.1700852364794274,-0.289040889482467,2.162694645393782,-0.8069296167402593,1.069717909825943,-0.6009147393045609,65.0,42.0,-0.6775711868156991,-1.217787301151162,-0.11184420330457448,-0.33213628341118145,-0.512979168658855,-0.5838421274301012,-0.2475895870816101,0.0,-0.4231281459826099,-0.7337115459044115,-0.641318352553193
-0.6886111589013247,-0.9146534062275478,-0.43069016041557134,-0.8928582168419841,-0.7548094462480157,-1.0819113604231811,-0.7309101213147818,0.2852545087599933,-1.239696166077772,-0.8088212070245789,0.0003872800442811,-1.1153324671726552,0.3243662611882282,0.37526995932636736,-0.4377905926046343,-0.8866245544131628,1.1424311958419993,-0.8069296167402593,1.069717909825943,-0.6009147393045609,65.0,0.0,-0.6775711868156991,-0.9187351911318431,-0.11184420330457448,-0.33213628341118145,-0.512979168658855,-0.5838421274301012,-0.2475895870816101,1.0,-0.4231281459826099,-0.7337115459044115,-1.0022215323532764
-0.47325597278283504,-0.8438947600735613,-0.43069016041557134,0.08374332545119198,-0.7548094462480157,-1.0819113604231811,-0.7309101213147818,-0.3634667837983176,-1.018976954863093,-0.8088212070245789,0.0004308513456421,-1.1153324671726552,-0.851120280105485,-0.9219415442728225,-0.3774556628571286,-0.8866245544131628,2.162694645393782,-0.8069296167402593,1.069717909825943,-0.6009147393045609,65.0,42.0,-0.6775711868156991,-0.9187351911318431,-0.11184420330457448,-0.33213628341118145,-0.512979168658855,-0.5838421274301012,-0.2475895870816101,1.0,-0.4231281459826099,-0.7337115459044115,-1.0022215323532764
-0.24853751770267188,1.421625003366024,1.9533874339261126,2.036946410037544,1.2416389206408036,1.1406095039574973,1.5893378832321636,-0.3186408086074062,1.1882151572837003,2.2592725950602213,0.0018258984489626,1.5003652723758727,1.4998528024819413,0.8215401052005556,1.1742643622020712,-0.23502152147642683,-0.6329894480767182,2.5949005762526323,1.069717909825943,0.7035348297996578,65.0,126.0,0.6959960208384399,0.8755774689840695,-0.11184420330457448,-0.33213628341118145,-0.512979168658855,-0.5838421274301012,-0.2475895870816101,126.0,-0.4231281459826099,-0.7337115459044115,1.7493971114305928
-0.7113639024781913,2.399616290559658,0.7613486367552706,1.060344867744368,2.3292637761745625,2.407790638038462,2.058640178565267,-0.24222151676692252,2.512530424571776,1.0320350742263014,0.0017283078585835,2.213737383161835,0.3243662611882282,1.444548432388165,1.9445722218884796,2.408592160480242,1.7274242152359152,1.672384391096167,1.1190076165788874,0.6302826652433986,30.0,144.0,0.619653210683612,1.473681689022707,-0.7383287273719772,0.455714826485869,-1.3390599020963456,2.255845392218901,0.26014472981632186,180.0,-0.5516335180886012,0.893901986405367,1.4115729794777798
-0.5771882582574105,1.7588495123478614,1.9533874339261126,1.060344867744368,1.7428120920857788,1.6805605302331907,2.058640178565267,-0.2870474919578339,1.629653579713059,2.2592725950602213,0.001447459406878,1.9759466795665144,2.0875960731287977,1.0851112872639477,1.1742643622020712,1.0439000088148251,-0.07296290920820532,1.7933296071150162,1.1190076165788874,0.6302826652433986,30.0,144.0,0.6959960208384399,1.473681689022707,-0.7383287273719772,0.455714826485869,-1.3390599020963456,0.8360016323943997,0.26014472981632186,171.0,-0.5516335180886012,0.893901986405367,1.7804293359492742
1.9550964773568262,-0.9535630949986885,-1.0267095590009923,-0.8928582168419841,-0.7548094462480157,-0.5043661427394643,-0.7309101213147818,-0.24222151676692252,-0.7982577436484135,-0.8088212070245789,0.0007676466881768,-0.7586464117796742,-0.851120280105485,-0.4103561324586122,-0.4377905926046343,-0.8866245544131628,-0.6329894480767182,-0.8069296167402593,-1.0815463189414667,-0.6009147393045609,30.0,0.0,0.6959960208384399,-0.3206309710932056,-0.559333149067005,-0.45031394989573903,-0.4481179753503317,-0.5838421274301012,-0.9152949901254658,9.0,-0.8086442623005836,-0.7337115459044115,-0.6553453176810009
